type,name,res_id,src,value,fuzzy
error,party.address,0,Invalid SIRET number!,Numéro SIRET non valide !,0
error,party.party,0,Invalid SIREN number!,Numéro SIREN non valide !,0
field,"party.address,siret",0,SIRET,SIRET,0
field,"party.address,siret_nic",0,SIRET NIC,SIRET NIC,0
field,"party.party,siren",0,SIREN,SIREN,0
